全国地方公共団体コード,ID,地方公共団体名,種別,町字ID,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等（方書）,緯度,経度,口径,備考
372081,1000140464,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,970-1,,34.16918912,133.7234091,,池
372081,1000140465,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,1169-1,,34.16536363,133.7250861,,池
372081,1000140466,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,1136,,34.16674746,133.7259961,,池
372081,1000140467,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,2114,,34.17775003,133.7100426,,池
372081,1000140468,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,1935-1,,34.17117464,133.712166,,池
372081,1000140469,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,1396-1,,34.17321937,133.7152472,,池
372081,1000140470,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,2775-1,,34.18111403,133.7179911,,池
372081,1000140471,香川県三豊市,濠・池等,0008,香川県,三豊市,高瀬町下勝間,2642,,34.1774245,133.7202105,,池
372081,1000140472,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18149398,133.7095778,200,地下式消火栓
372081,1000140473,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18268348,133.7137282,200,地下式消火栓
372081,1000140474,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18322562,133.7168987,100,地下式消火栓
372081,1000140475,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18207699,133.7149123,200,地下式消火栓
372081,1000140476,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18155724,133.7160854,75,地下式消火栓
372081,1000140477,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18062861,133.7115344,75,地下式消火栓
372081,1000140478,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17912735,133.7129136,100,地下式消火栓
372081,1000140479,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17826374,133.7124194,75,地下式消火栓
372081,1000140480,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17906285,133.710625,100,地下式消火栓
372081,1000140481,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18039771,133.7214186,100,地下式消火栓
372081,1000140482,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17995814,133.715373,75,地下式消火栓
372081,1000140483,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.18011398,133.717894,75,地下式消火栓
372081,1000140484,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17771882,133.7243583,100,地下式消火栓
372081,1000140485,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.1766704,133.7244883,100,地下式消火栓
372081,1000140486,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17525204,133.7155398,75,地下式消火栓
372081,1000140487,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17434822,133.7167328,100,地下式消火栓
372081,1000140488,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17825176,133.7240401,100,地下式消火栓
372081,1000140489,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17848143,133.7245104,75,地下式消火栓
372081,1000140490,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17960159,133.7227257,100,地下式消火栓
372081,1000140491,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17890694,133.7189685,75,地下式消火栓
372081,1000140492,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17835343,133.714565,75,地下式消火栓
372081,1000140493,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17453825,133.7264958,100,地下式消火栓
372081,1000140494,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17279214,133.7076458,75,地下式消火栓
372081,1000140495,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17251975,133.7119682,75,地下式消火栓
372081,1000140496,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17381307,133.7180557,100,地下式消火栓
372081,1000140497,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17221985,133.7206209,75,地下式消火栓
372081,1000140498,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.1713664,133.7225943,75,地下式消火栓
372081,1000140499,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17211084,133.7264756,75,地下式消火栓
372081,1000140500,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.16739238,133.7153174,75,地下式消火栓
372081,1000140501,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.16724445,133.7144988,75,地下式消火栓
372081,1000140502,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.16667602,133.7148386,100,地下式消火栓
372081,1000140503,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.16641328,133.7162891,100,地下式消火栓
372081,1000140504,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17366602,133.7219629,100,地下式消火栓
372081,1000140505,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17877646,133.7176375,75,地下式消火栓
372081,1000140506,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17454203,133.7231007,75,地下式消火栓
372081,1000140507,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17747806,133.7160619,100,地下式消火栓
372081,1000140508,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17961524,133.7200568,75,地下式消火栓
372081,1000140509,香川県三豊市,消火栓,0008,香川県,三豊市,高瀬町下勝間,,,34.17548033,133.7192782,100,地下式消火栓
372081,1000140510,香川県三豊市,防火水そう,0008,香川県,三豊市,高瀬町下勝間,262-27,,34.17893173,133.726371,,防火水槽（蓋無）
372081,1000140511,香川県三豊市,防火水そう,0008,香川県,三豊市,高瀬町下勝間,912-2,,34.17049013,133.7222999,,防火水槽（蓋有）
372081,1000140512,香川県三豊市,防火水そう,0008,香川県,三豊市,高瀬町下勝間,1890,,34.17243688,133.7107725,,防火水槽（蓋有）
372081,1000140513,香川県三豊市,防火水そう,0008,香川県,三豊市,高瀬町下勝間,1251-1,,34.16759852,133.7159613,,防火水槽（蓋有）
372081,1000140514,香川県三豊市,防火水そう,0008,香川県,三豊市,高瀬町下勝間,2432,,34.18060848,133.7156929,,防火水槽（蓋有）
372081,1000140515,香川県三豊市,河川・溝等,0009,香川県,三豊市,高瀬町新名,997-1地先,,34.18580244,133.7180105,,川
372081,1000140516,香川県三豊市,河川・溝等,0009,香川県,三豊市,高瀬町新名,234地先,,34.19278586,133.7144609,,川
372081,1000140517,香川県三豊市,河川・溝等,0009,香川県,三豊市,高瀬町新名,1408-2地先,,34.18926145,133.7163336,,川
372081,1000140518,香川県三豊市,濠・池等,0009,香川県,三豊市,高瀬町新名,2146-16,,34.20041952,133.7228032,,池
372081,1000140519,香川県三豊市,濠・池等,0009,香川県,三豊市,高瀬町新名,894-1,,34.18340196,133.7136224,,池
372081,1000140520,香川県三豊市,濠・池等,0009,香川県,三豊市,高瀬町新名,1530,,34.19472406,133.7170915,,池
372081,1000140521,香川県三豊市,濠・池等,0009,香川県,三豊市,高瀬町新名,1920-132,,34.19783961,133.7146676,,池
372081,1000140522,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19745666,133.7172793,39,地下式消火栓
372081,1000140523,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19670102,133.7194965,100,地下式消火栓
372081,1000140524,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.1895403,133.7119351,75,地下式消火栓
372081,1000140525,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19278641,133.7064728,75,地下式消火栓
372081,1000140526,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19205232,133.7043575,50,地下式消火栓
372081,1000140527,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18883076,133.7113095,75,地下式消火栓
372081,1000140528,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19139825,133.7120042,150,地下式消火栓
372081,1000140529,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19447931,133.7208201,75,地下式消火栓
372081,1000140530,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18790539,133.7151766,50,地下式消火栓
372081,1000140531,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.189717,133.7163841,200,地下式消火栓
372081,1000140532,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19099822,133.7164031,200,地下式消火栓
372081,1000140533,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18889142,133.7216675,75,地下式消火栓
372081,1000140534,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18706486,133.7141253,200,地下式消火栓
372081,1000140535,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18667438,133.7109455,250,地下式消火栓
372081,1000140536,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18500932,133.7137123,100,地下式消火栓
372081,1000140537,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18619624,133.713333,200,地下式消火栓
372081,1000140538,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18556273,133.7128444,200,地下式消火栓
372081,1000140539,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18425584,133.7119209,200,地下式消火栓
372081,1000140540,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18371992,133.7124668,75,地下式消火栓
372081,1000140541,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18607281,133.7118353,150,地下式消火栓
372081,1000140542,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18436916,133.7148161,100,地下式消火栓
372081,1000140543,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18375543,133.7158474,100,地下式消火栓
372081,1000140544,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18566202,133.7145719,75,地下式消火栓
372081,1000140545,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18506915,133.7146764,75,地下式消火栓
372081,1000140546,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18653497,133.7166937,75,地下式消火栓
372081,1000140547,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18402411,133.7176101,75,地下式消火栓
372081,1000140548,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18561521,133.7158689,75,地下式消火栓
372081,1000140549,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18625608,133.7153316,75,地下式消火栓
372081,1000140550,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19404871,133.7144739,100,地下式消火栓
372081,1000140551,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.18360313,133.7184359,0,地下式消火栓
372081,1000140552,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.1958644,133.7163675,75,地下式消火栓
372081,1000140553,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19563795,133.7133269,75,地下式消火栓
372081,1000140554,香川県三豊市,消火栓,0009,香川県,三豊市,高瀬町新名,,,34.19250841,133.7135558,75,地下式消火栓
372081,1000140555,香川県三豊市,防火水そう,0009,香川県,三豊市,高瀬町新名,715-1地先,,34.18427942,133.7118029,,防火水槽（蓋有）;自転車一時預かりの小屋の地下。水面写らず。
372081,1000140556,香川県三豊市,防火水そう,0009,香川県,三豊市,高瀬町新名,1046-4,,34.18811409,133.7148782,,防火水槽（蓋有）
372081,1000140557,香川県三豊市,防火水そう,0009,香川県,三豊市,高瀬町新名,424-1,,34.19235905,133.7055841,,防火水槽（蓋無）
372081,1000140558,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,2157,,34.15075362,133.7553643,,池;進入路私有地、扉（鍵付）有り
372081,1000140559,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,1916,,34.14692599,133.7490446,,池;進入路極狭。取水遠い、取水難。
372081,1000140560,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,1-1,,34.14656647,133.7225967,,池;進入路狭い。がけ崩れ有り。進入難。
372081,1000140561,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,11,,34.14619457,133.7211629,,池
372081,1000140562,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,502-1,,34.14051065,133.7243609,,池
372081,1000140563,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,597,,34.14083708,133.7276303,,池
372081,1000140564,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,422,,34.13812804,133.7242775,,池
372081,1000140565,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,1163-1,,34.14487776,133.733919,,池;雑木のため取水難
372081,1000140566,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,1588,,34.14174394,133.7345269,,池
372081,1000140567,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,1268-1,,34.13885936,133.73088,,池
372081,1000140568,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,1118,,34.14852486,133.7345106,,池
372081,1000140569,香川県三豊市,濠・池等,0010,香川県,三豊市,高瀬町羽方,2069,,34.151782,133.7505575,,池
372081,1000140570,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.15411159,133.7506541,75,地下式消火栓
372081,1000140571,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14820084,133.7493492,100,地下式消火栓
372081,1000140572,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14869437,133.7537427,75,地下式消火栓
372081,1000140573,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14908369,133.7587953,75,地下式消火栓
372081,1000140574,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14113036,133.7257991,75,地下式消火栓
372081,1000140575,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14159652,133.7306927,75,地下式消火栓
372081,1000140576,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14253379,133.7286987,100,地下式消火栓
372081,1000140577,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.1450226,133.7310513,75,地下式消火栓
372081,1000140578,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14343339,133.7417739,75,地下式消火栓
372081,1000140579,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.13926648,133.7234587,75,地下式消火栓
372081,1000140580,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.13889525,133.7280221,75,地下式消火栓
372081,1000140581,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.13826725,133.7297797,75,地下式消火栓
372081,1000140582,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.1320882,133.75917,200,地下式消火栓
372081,1000140583,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14339937,133.7241348,150,地下式消火栓
372081,1000140584,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14321336,133.7216717,75,地下式消火栓
372081,1000140585,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.13976472,133.7295045,75,地下式消火栓
372081,1000140586,香川県三豊市,消火栓,0010,香川県,三豊市,高瀬町羽方,,,34.14193452,133.7251508,75,地下式消火栓
372081,1000140587,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,1281-1,,34.14150501,133.7317389,,防火水槽（蓋無）;抹消
372081,1000140588,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,1289-1,,34.14482285,133.7309732,,防火水槽（蓋有）
372081,1000140589,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,211-3,,34.14200534,133.7250596,,防火水槽（蓋有）;私有地
372081,1000140590,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,686-1,,34.14030243,133.7294549,,防火水槽（蓋有）
372081,1000140591,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,626-1,,34.13883952,133.7282391,,防火水槽（蓋無）
372081,1000140592,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,765-3,,34.14353487,133.7282861,,防火水槽（蓋有）
372081,1000140593,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,902,,34.14577336,133.7244832,,防火水槽（蓋有）
372081,1000140594,香川県三豊市,防火水そう,0010,香川県,三豊市,高瀬町羽方,384-1,,34.13827999,133.7218185,,防火水槽（蓋有）
372081,1000140595,香川県三豊市,プール,0011,香川県,三豊市,高瀬町比地,74-1,,34.17983874,133.6926212,,プール;比地小学校プール
372081,1000140596,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,1787-1,,34.18458994,133.6862873,,池
372081,1000140597,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,3153-1,,34.18638197,133.6811116,,池
372081,1000140598,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,3214,,34.18356814,133.6809703,,池
372081,1000140599,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,2826-1,,34.18094826,133.6809016,,池
372081,1000140600,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,2123-2,,34.18024279,133.6846548,,池
372081,1000140601,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,2393,,34.17695125,133.6807606,,池
372081,1000140602,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,918-1,,34.17527386,133.6822913,,池
372081,1000140603,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,683-1,,34.17466122,133.6842524,,池
372081,1000140604,香川県三豊市,濠・池等,0011,香川県,三豊市,高瀬町比地,3692-1,,34.17298877,133.6808751,,池
372081,1000140605,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18338568,133.6897712,150,地下式消火栓
372081,1000140606,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18237152,133.6925129,150,地下式消火栓
372081,1000140607,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18154271,133.6881236,100,地下式消火栓
372081,1000140608,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18109661,133.6851702,75,地下式消火栓
372081,1000140609,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18210859,133.6940148,150,地下式消火栓
372081,1000140610,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18286378,133.6962663,150,地下式消火栓
372081,1000140611,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18086134,133.6868589,100,地下式消火栓
372081,1000140612,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17849065,133.683135,75,地下式消火栓
372081,1000140613,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17440432,133.6903429,75,地下式消火栓
372081,1000140614,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17627222,133.6909248,75,地下式消火栓
372081,1000140615,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17671629,133.6833952,75,地下式消火栓
372081,1000140616,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17821019,133.6819945,75,地下式消火栓
372081,1000140617,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17871709,133.6938443,150,地下式消火栓
372081,1000140618,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17230401,133.6900064,100,地下式消火栓
372081,1000140619,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18119211,133.6825751,75,地下式消火栓
372081,1000140620,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.17804481,133.6853444,100,地下式消火栓
372081,1000140621,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18202165,133.6865229,100,地下式消火栓
372081,1000140622,香川県三豊市,消火栓,0011,香川県,三豊市,高瀬町比地,,,34.18468821,133.6843562,100,地下式消火栓
372081,1000140623,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,765-1,,34.17111625,133.6840185,,防火水槽（蓋無）
372081,1000140624,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,1600-1,,34.18176407,133.6930486,,防火水槽（蓋有）
372081,1000140625,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,1533-1地先,,34.18341682,133.6897273,,防火水槽（蓋無）
372081,1000140626,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,632-12,,34.17430173,133.690019,,防火水槽（蓋有）
372081,1000140627,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,2006,,34.18139001,133.6838415,,防火水槽（蓋有）;道幅狭い。大型車進入難。
372081,1000140628,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,1951-4,,34.18226969,133.6860446,,防火水槽（蓋有）;道幅狭い。大型車進入難。
372081,1000140629,香川県三豊市,防火水そう,0011,香川県,三豊市,高瀬町比地,2107,,34.18109055,133.684709,,防火水槽（蓋有）
372081,1000140630,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,641,,34.18926733,133.6981101,,池
372081,1000140631,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,345,,34.18653077,133.6966416,,池
372081,1000140632,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,302-1,,34.18518906,133.6955866,,池
372081,1000140633,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,3152,,34.17233549,133.7070222,,池;進入難
372081,1000140634,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,3093-1,,34.17281877,133.7057979,,池
372081,1000140635,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,3072-1,,34.17268393,133.704897,,池
372081,1000140636,香川県三豊市,濠・池等,0012,香川県,三豊市,高瀬町比地中,3117,,34.17179756,133.7057697,,池
372081,1000140637,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.1899921,133.7060092,75,地下式消火栓
372081,1000140638,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18225131,133.6982733,75,地下式消火栓
372081,1000140639,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18246577,133.6997957,75,地下式消火栓
372081,1000140640,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.1816806,133.7032197,150,地下式消火栓
372081,1000140641,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18130772,133.7003803,150,地下式消火栓
372081,1000140642,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18152312,133.701448,150,地下式消火栓
372081,1000140643,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18767758,133.707379,200,地下式消火栓
372081,1000140644,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18253378,133.7035164,75,地下式消火栓
372081,1000140645,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18414465,133.7078414,75,地下式消火栓
372081,1000140646,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18190157,133.7047132,200,地下式消火栓
372081,1000140647,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18295701,133.7040227,75,地下式消火栓
372081,1000140648,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18244457,133.7045201,75,地下式消火栓
372081,1000140649,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18158999,133.7063964,100,地下式消火栓
372081,1000140650,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18055342,133.7030586,150,地下式消火栓
372081,1000140651,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18037503,133.6973894,150,地下式消火栓
372081,1000140652,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17998625,133.7003306,75,地下式消火栓
372081,1000140653,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17531679,133.7026792,100,地下式消火栓
372081,1000140654,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18018411,133.7039424,150,地下式消火栓
372081,1000140655,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.1801799,133.7061705,150,地下式消火栓
372081,1000140656,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18022241,133.7085393,200,地下式消火栓
372081,1000140657,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18005823,133.7103342,150,地下式消火栓
372081,1000140658,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18051681,133.7094966,75,地下式消火栓
372081,1000140659,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18034688,133.7077994,150,地下式消火栓
372081,1000140660,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17367823,133.7044769,75,地下式消火栓
372081,1000140661,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17279171,133.7055066,75,地下式消火栓
372081,1000140662,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.182795,133.7106752,200,地下式消火栓
372081,1000140663,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17931877,133.7052129,75,地下式消火栓
372081,1000140664,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17971898,133.7029108,75,地下式消火栓
372081,1000140665,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17865086,133.7072114,150,地下式消火栓
372081,1000140666,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.1824408,133.7064953,200,地下式消火栓
372081,1000140667,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.17764013,133.7047307,150,地下式消火栓
372081,1000140668,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.18117398,133.708306,150,地下式消火栓
372081,1000140669,香川県三豊市,消火栓,0012,香川県,三豊市,高瀬町比地中,,,34.1753814,133.6988664,75,地下式消火栓
372081,1000140670,香川県三豊市,防火水そう,0012,香川県,三豊市,高瀬町比地中,2139-8,,34.18244148,133.6999888,,防火水槽（蓋有）
372081,1000140671,香川県三豊市,消火栓,0013,香川県,三豊市,詫間町粟島,,,34.26989309,133.6332199,100,地下式消火栓
