所管課,全国地方公共団体コード,ID,名称,名称（カナ）,名称（英字）,説明,緯度,経度,座標参照系,座標参照系コード,ゴミ種類,地区名,ゴミ収集日,自治体のページURL,注意事項
環境衛生課,372081,100002100208,長谷,ナガタニ,Nagatani,,34.1487615,133.730066,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100209,長畑・長畑南,ナガバタ・ナガバタミナミ,Nagabata・Nagabataminami,,34.1582589,133.748585,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100210,長原,ナガバラ,Nagabara,,34.1412805,133.725431,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100211,長畷,ナガリテ,Nagarite,,34.1743621,133.690081,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100212,成行,ナリユキ,Nariyuki,,34.1780725,133.685398,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100213,南郷,ナンゴウ,Nangou,,34.1809015,133.686027,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100214,西下,ニシジタ,Nishijita,,34.1923702,133.704898,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100215,西下,ニシジタ,Nishijita,,34.1908246,133.712695,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100216,西の側,ニシノガワ,Nishinogawa,,34.1843102,133.749952,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100217,西の脇,ニシノワキ,Nishinowaki,,34.1924540,133.761595,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100218,西村,ニシムラ,Nishimura,,34.1937340,133.733306,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100219,二の宮,ニノミヤ,Ninomiya,,34.1495925,133.747288,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100220,二の宮中,ニノミヤナカ,Ninomiyanaka,,34.1475022,133.748392,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100221,林,ハイ,Hai,,34.1689115,133.724115,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100222,早馬,ハヤマ,Hayama,,34.1900147,133.729015,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100223,原,ハラ,Hara,,34.1404823,133.729241,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100224,平池,ヒライケ,Hiraike,,34.1821496,133.728561,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100225,平尾,ヒラオ,Hirao,,34.1819084,133.751627,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100226,平見・青井谷・石淵,ヒラミ・アオイダニ・イシブチ,Hirami・Aoidani・Ishibuchi,,34.1998226,133.745050,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100227,深池,フカイケ,Hukaike,,34.1630625,133.734944,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100228,吹毛の山,フケノヤマ,Hukenoyama,,34.1754385,133.698726,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100229,深谷,フコダニ,Hukodani,,34.1532563,133.744892,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100230,北条,ホウジョウ,Houjyou,,34.1901495,133.732216,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100231,ホワイトハイツ,ホワイトハイツ,White heights,,34.1858592,133.719332,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100232,本谷,ホンタニ,Hontani,,34.1854182,133.752043,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100233,マイタウン比地,マイタウンヒジ,Mytown Hiji,,34.1814657,133.692285,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100234,前田団地,マエダダンチ,Maeda　apartment complex,,34.1825352,133.704455,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100235,前田団地,マエダダンチ,Maeda　apartment complex,,34.1832530,133.703888,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100236,前田団地,マエダダンチ,Maeda　apartment complex,,34.18242,133.70353,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100237,前田淵,マエタブチ,Maetabuchi,,34.1799670,133.700281,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100238,宮奥,ミヤオク,Miyaoku,,34.1490945,133.758922,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100239,向井,ムカイ,Mukai,,34.1448976,133.730813,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100240,向谷,ムカイダニ,Mukaidani,,34.1436551,133.742478,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100241,矢之岡,ヤノオカ,Yanooka,,34.1726050,133.734906,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100242,山奥,ヤマオク,Yamaoku,,34.1846657,133.731386,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100243,山地,ヤマジ,Yamaji,,34.1659985,133.736912,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100244,リバーサイドマンション,リバーサイドマンション,River side apartment,,34.1844341,133.719665,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100245,冷瀬井,レイセイ,Reisei,,34.1753451,133.729238,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,高瀬町B地区,毎週火・金、第２・４水,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100246,伊砂子,イザコ,Izako,,34.2377203,133.617608,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100247,伊砂子,イザコ,Izako,,34.2392353,133.615696,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100248,大浜,オオハマ,Oohama,,34.2306669,133.608614,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100249,大浜,オオハマ,Oohama,,34.2317304,133.608737,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100250,大浜,オオハマ,Oohama,,34.2333810,133.610155,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100251,大浜,オオハマ,Oohama,,34.2343409,133.611606,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100252,大浜,オオハマ,Oohama,,34.2364349,133.613301,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100253,大浜,オオハマ,Oohama,,34.2350353,133.608885,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100254,大浜,オオハマ,Oohama,,34.2337792,133.609034,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100255,大浜,オオハマ,Oohama,,34.2338903,133.606047,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100256,香川高等専門学校,カガワコウトウセンモンガッコウ,Kagawa college of technology,,34.2342666,133.634274,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100257,鴨の越,カモノコシ,Kamonokoshi,,34.2265054,133.612864,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100258,香田西,コウダニシ,Koudanishi,,34.2331333,133.634997,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100259,香田東,コウダヒガシ,Koudahigashi,,34.2334591,133.641709,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100260,須田西,スダニシ,Sudanishi,,34.2302027,133.654702,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100261,須田西,スダニシ,Sudanishi,,34.2329565,133.651716,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100262,須田西,スダニシ,Sudanishi,,34.2322038,133.651882,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100263,須田西,スダニシ,Sudanishi,,34.2326480,133.649719,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100264,須田西,スダニシ,Sudanishi,,34.2325502,133.644750,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100265,須田西,スダニシ,Sudanishi,,34.2331052,133.646440,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100266,須田東,スダヒガシ,Sudahigashi,,34.2304918,133.657537,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100267,須田東,スダヒガシ,Sudahigashi,,34.2314579,133.656013,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100268,須田東,スダヒガシ,Sudahigashi,,34.2321176,133.654600,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100269,須田東,スダヒガシ,Sudahigashi,,34.2337266,133.652671,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100270,須田東,スダヒガシ,Sudahigashi,,34.2336160,133.654893,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100271,積,ツム,Tsumu,,34.2457920,133.611901,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100272,積,ツム,Tsumu,,34.2468542,133.611530,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100273,積,ツム,Tsumu,,34.2483739,133.609885,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100274,積,ツム,Tsumu,,34.2484854,133.607678,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100275,積,ツム,Tsumu,,34.2506986,133.602750,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100276,積,ツム,Tsumu,,34.2522197,133.600183,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100277,天満,テンマ,Tennma,,34.2260848,133.656659,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100278,天満,テンマ,Tennma,,34.2300583,133.657897,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100279,名部戸,ナブト,Nabuto,,34.2214626,133.618078,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100280,名部戸,ナブト,Nabuto,,34.2264221,133.620977,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100281,生里,ナマリ,Namari,,34.2511562,133.578842,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100282,生里,ナマリ,Namari,,34.2488266,133.579853,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100283,仁老浜,ニロハマ,Nirohama,,34.2545868,133.576035,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100284,箱,ハコ,Hako,,34.25473,133.59297,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100285,箱,ハコ,Hako,,34.2564431,133.588179,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100286,箱,ハコ,Hako,,34.2598808,133.587600,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100287,箱,ハコ,Hako,,34.2605589,133.580133,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100288,箱,ハコ,Hako,,34.2628290,133.574536,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100289,箱,ハコ,Hako,,34.2533413,133.596596,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100290,箱,ハコ,Hako,,34.2601252,133.583095,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100291,波止艾,ハトヨモギ,Hatoyomogi,,34.2344666,133.603941,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100292,肥地木,ヒジキ,Hijiki,,34.2373940,133.595060,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100293,肥地木,ヒジキ,Hijiki,,34.2440062,133.586118,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100294,船越,フナコシ,Hunakoshi,,34.2353949,133.620758,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100295,本村上,ホンムラカミ,Honnmurakami,,34.2198871,133.656113,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100296,本村上,ホンムラカミ,Honnmurakami,,34.2226709,133.657719,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100297,本村上,ホンムラカミ,Honnmurakami,,34.2239868,133.656010,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
環境衛生課,372081,100002100298,本村上,ホンムラカミ,Honnmurakami,,34.2247722,133.657110,,,可燃;プラ容器;紙製容器;缶類;ペットボトル;びん類;不燃;金属;有害,詫間町A地区,毎週月・水・木,https://www.city.mitoyo.lg.jp/kakuka/shiminkankyou/eisei/2/1/1499.html,
